refresh_period,number_sensors,m,b
60,125,2.202189989208374,0.012789901201201203
60,175,2.185199106347386,0.01465731891891892
60,175,2.243552769226812,0.017890134534534537
60,125,2.2138220449525843,0.013416487087087087
60,50,2.1847080995919743,0.013617934534534535
60,75,2.1870828532912627,0.01824578138138138
60,100,2.236784604513756,0.013475018318318321
60,50,2.2362875346473254,0.01762536006006006
60,125,2.2371334373392404,0.014913076576576577
60,175,2.218991947050198,0.014737434534534532
60,50,2.240223237927937,0.025960293693693695
60,150,2.2078964229139726,0.015074024324324324
60,50,2.223491733895796,0.015805063663663663
60,150,2.2033036707151776,0.01542437147147147
60,25,2.218474478823205,0.019311741141141144
60,125,2.210777755871825,0.01345791831831832
60,175,2.2323881314447402,0.01293692972972973
60,75,2.2566197701924615,0.018366045945945944
60,75,2.212363437286898,0.01812847807807808
60,50,2.21321334560757,0.015712595795795797
60,75,2.2170256832311326,0.017802205105105107
60,50,2.24876465146078,0.01524300810810811
60,75,2.2042304699858373,0.01988469009009009
60,175,2.24088764577238,0.012794195795795799
60,50,2.246916242432425,0.018396297297297297
60,125,2.2217462813956366,0.016315709909909912
60,75,2.2067212896618678,0.017215015915915916
60,75,2.2324203273102317,0.016231015015015015
60,175,2.249376051099602,0.016058496696696695
60,150,2.261279244325605,0.01775925825825826
60,125,2.2385893947409237,0.01478362822822823
60,75,2.2323648597970496,0.018616286486486486
60,175,2.240209724338928,0.012763591291291291
60,75,2.2116240068965713,0.01708108828828829
60,100,2.216319235241362,0.015938682582582585
60,100,2.213172369144472,0.014353621021021022
60,25,2.204769648092201,0.014808272672672672
60,125,2.21749513131922,0.012962502102102102
60,50,2.222337510529924,0.01574763843843844
60,100,2.254987846778093,0.01576773003003003
60,100,2.1800682302857743,0.015784617417417417
60,200,2.178678343147268,0.012752112312312313
60,175,2.2045681472424263,0.012936253753753752
60,200,2.2660546025916624,0.024140936036036034
60,100,2.2238976111803668,0.015818865165165164
60,100,2.2314347318335104,0.012768234234234236
60,175,2.212275943680633,0.019738675675675676
60,75,2.2331079919820143,0.018806694294294296
60,100,2.25942570115523,0.017077501801801804
60,100,2.2171220600039816,0.01582808108108108
60,100,2.244001150589649,0.014652828528528528
60,25,2.2245227602253084,0.0172648009009009
60,50,2.199088200195903,0.01713104114114114
60,175,2.208667642412741,0.016674617117117117
60,75,2.2210647316212455,0.026463786486486483
60,100,2.2350935584576543,0.019563382582582584
60,150,2.2226879358297236,0.018560353453453454
60,125,2.2159460258638504,0.015115614714714716
60,125,2.2135708036958244,0.01279763963963964
60,125,2.207768603693466,0.01574666786786787
60,25,2.2699832352759515,0.018059577177177176
60,100,2.2178103344982767,0.013427812912912914
60,25,2.2050273165341783,0.020241780480480483
60,75,2.264807116391289,0.017179224924924928
60,200,2.219114623406139,0.014606384384384385
60,75,2.2288715850868077,0.019635080780780783
60,25,2.1985823916167875,0.018563504504504506
60,75,2.2031085889311033,0.017207061261261262
60,150,2.2020362576115424,0.012800735735735735
60,125,2.171011647914413,0.01694073093093093
60,175,2.241424343452186,0.012873475675675676
60,150,2.249944484435251,0.012889130930930932
60,25,2.1893351007275785,0.017922284084084087
60,75,2.212277684145085,0.021740973873873873
60,25,2.2264541966149016,0.018591387087087085
60,150,2.196958180910451,0.014830592792792792
60,150,2.1854081914811747,0.016363119219219218
60,150,2.213547943929569,0.01397287147147147
60,75,2.2586744006262576,0.018448957057057055
60,150,2.2170523485101654,0.017908326126126126
60,100,2.204272745539102,0.014671702102102101
60,150,2.1861591263830573,0.013253843843843845
60,100,2.202813267637531,0.01631947147147147
60,175,2.186692784701224,0.018680876576576577
60,50,2.2016404899744946,0.021625529129129132
60,125,2.2064462437621715,0.013292471771771773
60,50,2.23336222575975,0.012842022822822824
60,50,2.254165603188296,0.01865307837837838
60,200,2.1953086356388134,0.015124605705705707
60,25,2.2565923567974386,0.0199422015015015
60,150,2.213391463049785,0.01590212822822823
60,200,2.217025525606826,0.014455342642642643
60,100,2.222277881587507,0.01581739009009009
60,150,2.2352572015840675,0.018620940540540542
60,25,2.224339946288271,0.018433635435435438
60,50,2.225064132057439,0.016849619519519517
60,25,2.2178916097748735,0.01804786186186186
60,175,2.2089054771557266,0.013144551351351353
60,150,2.2657278764310025,0.014687169969969969
60,25,2.1916907115573006,0.03192374024024024
60,150,2.2095881627762606,0.013405432432432432
60,175,2.2372078340164143,0.017614614114114115
60,50,2.2451373819796796,0.015904994594594594
60,125,2.259488310899625,0.015735914714714715
60,125,2.234242401930575,0.02042318738738739
60,50,2.264265345746125,0.01356076966966967
60,125,2.2392276085368317,0.014364409609609607
60,50,2.2241115495825525,0.018485421921921923
60,175,2.1884322386659907,0.013750873873873875
60,200,2.24580500604319,0.01678205135135135
60,125,2.2206455378032617,0.014629637237237238
60,150,2.204518703013469,0.01445293813813814
60,25,2.2412626097806316,0.014722113813813813
60,175,2.2315894066889124,0.015767281981981983
60,125,2.2483080630564642,0.01321916006006006
60,100,2.2236470047137202,0.01656703003003003
60,100,2.2268205053164194,0.0158366978978979
60,25,2.163948981101879,0.014378115315315314
60,150,2.2589867353268676,0.015327663063063064
60,25,2.2008916635754803,0.02933104294294294
60,100,2.1781308225098472,0.012809357657657658
60,125,2.191629249116861,0.014645036336336337
60,50,2.2348441248346815,0.017978895495495497
60,25,2.211258503489421,0.01879276846846847
60,125,2.2193145040784135,0.01577785105105105
60,150,2.211455951290481,0.017445007507507507
60,175,2.2037758824559344,0.014540111711711714
60,50,2.22756531908545,0.01841166066066066
60,150,2.1943344601345545,0.018332077477477476
60,200,2.219485722908528,0.014302334234234234
60,150,2.168506356847451,0.016826283483483483
60,200,2.200402543457739,0.015738987987987986
60,50,2.275644346022481,0.027942234534534535
60,50,2.201093362614575,0.018325100900900903
60,100,2.2102678693701012,0.015971657657657658
60,100,2.2501776383875978,0.015779813513513517
60,175,2.234411098168388,0.014466131831831831
60,200,2.217622007294087,0.0127574003003003
60,175,2.231175603192056,0.015723184684684685
60,50,2.207886561316387,0.014319253153153156
60,100,2.184067535989695,0.01743690990990991
60,25,2.1955004922082804,0.02059237747747748
60,150,2.191554253331941,0.016238421921921924
60,75,2.224189771463838,0.01925338288288288
60,175,2.226399706826624,0.015959741141141143
60,200,2.252969013652154,0.020637698198198197
60,25,2.242429286334179,0.01875586756756757
60,25,2.210623932726503,0.017838150150150153
60,200,2.2415043695651775,0.011363390390390391
60,125,2.1999745486582514,0.01611366966966967
60,100,2.2120873738602516,0.014384743543543545
60,25,2.2554318978262593,0.01738835825825826
60,75,2.2442852868280796,0.022576514414414415
60,75,2.22156438784566,0.01916472102102102
60,200,2.205350107076339,0.014853045645645647
60,125,2.238862581181026,0.01788055975975976
60,125,2.2347241877018114,0.01897384954954955
60,150,2.2133285942312524,0.012833049549549549
60,25,2.212668793888521,0.014896139639639639
60,25,2.2224085588733793,0.021360593393393395
60,50,2.238402785163501,0.020165233333333334
60,25,2.215459204473164,0.019452245345345346
60,175,2.2097525884055944,0.0114501006006006
60,150,2.2478721484513806,0.019194105705705705
60,25,2.2043309570204745,0.020955006906906905
60,100,2.2197783750650744,0.015319972372372372
60,175,2.196035595036063,0.01669819009009009
60,125,2.2419681120328443,0.014651196396396397
60,150,2.2085353237137006,0.01645087177177177
60,175,2.225836971839098,0.01283168798798799
60,175,2.2229514905991277,0.014455674174174175
60,75,2.2006614836667517,0.011431424024024025
60,125,2.2374742286175366,0.01576924834834835
60,100,2.265217196560209,0.014893056756756758
60,50,2.269720187338284,0.017657514714714717
60,100,2.235171569610397,0.020175850150150148
60,25,2.2139136300028532,0.016363064264264263
60,175,2.1896002713913805,0.015815792492492493
60,75,2.206449359376238,0.023809038138138137
60,150,2.2133229723699928,0.017747681681681685
60,75,2.2005647575188547,0.01912909189189189
60,75,2.234728198152787,0.019014122522522523
60,125,2.1939303203077367,0.0131418003003003
60,75,2.232270483067951,0.02123154714714715
60,50,2.249489909717131,0.017895606006006006
60,75,2.246100793456482,0.01986965915915916
60,50,2.236366716104285,0.0177474039039039
