refresh_period,number_sensors,m,b
15,125,2.274942429300903,0.015330350150150149
15,125,2.30205875087475,0.016899251951951952
15,50,2.2796310976165675,0.014815975675675675
15,75,2.323536395781976,0.016025872372372373
15,100,2.3169609831870646,0.013977377177177178
15,50,2.2981663484924986,0.014319487087087086
15,125,2.303550745135892,0.016093143843843846
15,50,2.2870522831913442,0.012992397297297297
15,150,2.286818213128978,0.017855200600600602
15,50,2.312103384644089,0.015969404204204205
15,25,2.289349204878754,0.015948917417417417
15,125,2.3110885073412666,0.016589433933933938
15,75,2.3031616552340193,0.013929173573573575
15,75,2.3225796153019647,0.014959550450450452
15,50,2.260302164494727,0.021460233633633637
15,75,2.30566702873954,0.021454100000000004
15,50,2.3073053643044243,0.018198492192192193
15,75,2.3327349421988863,0.0157833966966967
15,50,2.3105940422929963,0.018260627027027028
15,125,2.2999291632780796,0.012919475975975977
15,75,2.2897127576841836,0.019520450450450453
15,75,2.3159680956557818,0.016447480480480482
15,125,2.271822988610572,0.012948248048048049
15,75,2.3138418073994904,0.015979635135135138
15,75,2.322472300154303,0.020968256456456457
15,100,2.300252855096332,0.026075275675675674
15,100,2.296088043244239,0.02124490600600601
15,25,2.3051428353051397,0.01643083693693694
15,125,2.3093583891295646,0.016962678678678678
15,50,2.3047711117542633,0.013051406006006004
15,100,2.310636839120047,0.01636947927927928
15,100,2.3081580815984304,0.01844202192192192
15,100,2.299049326054953,0.02426588138138138
15,100,2.275240471168029,0.015319609309309307
15,75,2.306379555224368,0.01592260900900901
15,100,2.2698891989759695,0.021387643243243246
15,100,2.300112702002616,0.021776344444444443
15,100,2.302075509785153,0.02125922792792793
15,25,2.33731478260647,0.016003794594594594
15,50,2.302686456845679,0.018880316816816817
15,75,2.2718153865608044,0.022783234534534534
15,100,2.302062613380908,0.017865208708708707
15,150,2.271700116249514,0.02237884954954955
15,125,2.3072821911225043,0.013026603303303306
15,125,2.3299260423122297,0.012961493393393395
15,125,2.360736075890874,0.012969244144144144
15,25,2.3130843275728696,0.024102410210210208
15,100,2.316781904279178,0.016892503303303302
15,25,2.298043825628213,0.017333713813813812
15,75,2.2757545807057733,0.012896525225225225
15,75,2.273075247751633,0.016238959459459457
15,25,2.313474459889939,0.016978025225225225
15,75,2.299121733922786,0.021464744744744746
15,125,2.3043808215966073,0.015921663963963963
15,25,2.323098655491449,0.026828994594594594
15,75,2.2786338746289037,0.015958623723723725
15,25,2.290847178906932,0.02161994924924925
15,150,2.3215873703917427,0.016825444744744743
15,150,2.336641016110627,0.01841784774774775
15,75,2.3271438439374372,0.015288383783783784
15,150,2.332645293428152,0.021440423723723723
15,100,2.290779205943622,0.013871184684684687
15,100,2.328586579136358,0.016175383183183185
15,50,2.300807330384395,0.012993948648648649
15,125,2.301659656791395,0.012980807507507507
15,50,2.2993937168525878,0.015040406306306306
15,50,2.261467531776896,0.013012567867867867
15,25,2.2978186317983855,0.01947202942942943
15,100,2.2827585148430796,0.017323306906906907
15,25,2.2986839348138757,0.022310703003003005
15,50,2.3142295812998315,0.0215864015015015
15,25,2.2794130245838424,0.013285833033033033
15,25,2.3121164789168835,0.016655622522522524
15,150,2.3088834735243333,0.014839093693693694
15,50,2.3073826199344287,0.02077593243243243
15,125,2.304744389492175,0.015895951351351353
15,125,2.3000183434000254,0.014538051351351352
15,50,2.289782184525727,0.013459758558558558
15,125,2.301951572082533,0.016244238138138137
15,50,2.2877892402188125,0.01299011861861862
15,125,2.294872283072416,0.014618163963963964
15,25,2.2918406605624786,0.015950924924924923
15,125,2.2732944333359644,0.018398140540540543
15,100,2.2708835994251197,0.020109395495495497
15,100,2.3223926248468394,0.025006993393393392
15,25,2.2968654660819663,0.015087873873873874
15,25,2.3213173831526923,0.019493696396396396
15,100,2.3067267388124746,0.015634121921921925
15,125,2.2845057732943723,0.012919475975975977
15,50,2.28255682411057,0.014863834534534534
15,25,2.319042161100082,0.02158031921921922
15,125,2.3132159402511583,0.013064240540540542
15,50,2.2835526935745163,0.015473709009009008
15,150,2.2654659000642825,0.015909166366366367
15,150,2.316939789232446,0.012950505405405408
15,50,2.304523633396084,0.01611877987987988
15,50,2.30514857653599,0.01597556306306306
15,100,2.261376583606538,0.018590873873873873
15,100,2.3038838672684596,0.022423016516516518
15,50,2.308934749183173,0.012991664864864865
15,100,2.268312644683517,0.024427763963963966
15,25,2.2996610399025967,0.019125104204204206
15,150,2.298212759220072,0.01618961831831832
15,75,2.340469671434883,0.016563966966966968
15,25,2.3189436856771395,0.016006363063063064
15,25,2.299489913620036,0.016721454654654654
15,125,2.2954791915657293,0.012985462462462462
15,100,2.326318592603365,0.022220201801801804
15,25,2.323386852834106,0.024093853453453457
15,75,2.326277613228571,0.014848384384384383
15,75,2.2890240820142345,0.016409642342342344
15,125,2.3286067482673634,0.0160387018018018
15,125,2.290485658175867,0.01836385735735736
15,25,2.3302863365777164,0.01828612102102102
15,25,2.329406326914934,0.015432831231231233
15,50,2.272449432318415,0.014885465765765766
15,25,2.323963816520331,0.030357063963963964
15,150,2.285928268433092,0.024332076876876878
15,25,2.31768784886083,0.01614429099099099
15,100,2.3194737611212237,0.02560519459459459
15,125,2.308684465863977,0.01590210840840841
15,75,2.283823522374274,0.016051586186186188
15,125,2.2711843161699976,0.015745095195195194
15,100,2.277923246774891,0.017275977777777778
15,50,2.3045296620275555,0.012985476876876878
15,100,2.2820709563073036,0.018190739639639637
15,25,2.2580462849331093,0.016266042942942944
15,75,2.2879131155608357,0.016437552852852852
15,150,2.283473087702037,0.01629466816816817
15,75,2.2996910865676563,0.013064527327327328
15,75,2.2937171719781353,0.021481618318318317
15,125,2.285444421655199,0.015970944444444447
15,75,2.323169522756395,0.01650624084084084
15,50,2.2808693096796286,0.0149268993993994
15,75,2.3179440819996024,0.012984746846846845
15,50,2.300045150762834,0.011575046246246248
